"Nastale koli?ine komunalnih odpadkov in ravnanje z njimi (tone) po:"
"SEZNAM ODPADKOV, MERITVE , LETO"

"Seznam odpadkov - SKUPAJ"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2008";69525
" ";" ";"2009";71025
" ";" ";"2010";67549
" ";" ";"2011";81729
" ";" ";"2012";87491
" ";" ";"2013";171117
" ";" ";"2014";187498
" ";" ";"2015";212508
" ";" ";"2016";249255
" ";" ";"2017";278223
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";26514
" ";" ";"2003";33278
" ";" ";"2004";31655
" ";" ";"2005";38328
" ";" ";"2006";41160
" ";" ";"2007";47648
" ";" ";"2008";54773
" ";" ";"2009";62408
" ";" ";"2010";62157
" ";" ";"2011";71525
" ";" ";"2012";74705
" ";" ";"2013";79463
" ";" ";"2014";81974
" ";" ";"2015";89142
" ";" ";"2016";99089
" ";" ";"2017";139686
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";14332
" ";" ";"2003";39952
" ";" ";"2004";10803
" ";" ";"2005";8361
" ";" ";"2006";14217
" ";" ";"2007";16123
" ";" ";"2008";14752
" ";" ";"2009";8479
" ";" ";"2010";4972
" ";" ";"2011";9822
" ";" ";"2012";12232
" ";" ";"2013";10706
" ";" ";"2014";15551
" ";" ";"2015";121631
" ";" ";"2016";147837
" ";" ";"2017";134152
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";0
" ";" ";"2008";-
" ";" ";"2009";64320
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";151406
" ";" ";"2014";173313
" ";" ";"2015";189881
" ";" ";"2016";235720
" ";" ";"2017";263599
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";364
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";15453
" ";" ";"2014";11380
" ";" ";"2015";20003
" ";" ";"2016";8965
" ";" ";"2017";11982
"200101 Papir ter karton in lepenka"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";12943
" ";" ";"2003";17994
" ";" ";"2004";12855
" ";" ";"2005";16515
" ";" ";"2006";14293
" ";" ";"2007";17890
" ";" ";"2008";23649
" ";" ";"2009";26263
" ";" ";"2010";28219
" ";" ";"2011";27910
" ";" ";"2012";27853
" ";" ";"2013";66594
" ";" ";"2014";76272
" ";" ";"2015";90627
" ";" ";"2016";107423
" ";" ";"2017";108367
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";23319
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";31691
" ";" ";"2014";32707
" ";" ";"2015";31784
" ";" ";"2016";31263
" ";" ";"2017";37308
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";2940
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";2846
" ";" ";"2014";3107
" ";" ";"2015";58384
" ";" ";"2016";75976
" ";" ";"2017";70819
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";12943
" ";" ";"2003";17994
" ";" ";"2004";12855
" ";" ";"2005";16474
" ";" ";"2006";14271
" ";" ";"2007";17839
" ";" ";"2008";22854
" ";" ";"2009";26252
" ";" ";"2010";28193
" ";" ";"2011";27301
" ";" ";"2012";27690
" ";" ";"2013";66284
" ";" ";"2014";66183
" ";" ";"2015";74197
" ";" ";"2016";98886
" ";" ";"2017";100860
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";469
" ";" ";"2012";-
" ";" ";"2013";35
" ";" ";"2014";9335
" ";" ";"2015";16063
" ";" ";"2016";7595
" ";" ";"2017";7248
"200102 Steklo"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";3104
" ";" ";"2003";4226
" ";" ";"2004";1622
" ";" ";"2005";1365
" ";" ";"2006";1097
" ";" ";"2007";4628
" ";" ";"2008";1493
" ";" ";"2009";1015
" ";" ";"2010";935
" ";" ";"2011";2094
" ";" ";"2012";1968
" ";" ";"2013";2369
" ";" ";"2014";2028
" ";" ";"2015";1862
" ";" ";"2016";3324
" ";" ";"2017";3734
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";909
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";1378
" ";" ";"2014";1119
" ";" ";"2015";1299
" ";" ";"2016";1618
" ";" ";"2017";1780
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";105
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";89
" ";" ";"2014";437
" ";" ";"2015";475
" ";" ";"2016";1665
" ";" ";"2017";1842
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";3071
" ";" ";"2003";4226
" ";" ";"2004";1589
" ";" ";"2005";1270
" ";" ";"2006";1096
" ";" ";"2007";3290
" ";" ";"2008";1415
" ";" ";"2009";1008
" ";" ";"2010";928
" ";" ";"2011";2010
" ";" ";"2012";1907
" ";" ";"2013";2233
" ";" ";"2014";1928
" ";" ";"2015";1754
" ";" ";"2016";3124
" ";" ";"2017";3266
" ";"Kolicina poslana v tujino"
" ";" ";"2002";33
" ";" ";"2003";-
" ";" ";"2004";33
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";1300
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";75
" ";" ";"2012";54
" ";" ";"2013";6
" ";" ";"2014";8
" ";" ";"2015";53
" ";" ";"2016";97
" ";" ";"2017";292
"200108 Biorazgrad. kuhinjski odpadki in odpadki iz restav."
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";4956
" ";" ";"2003";11158
" ";" ";"2004";7564
" ";" ";"2005";8959
" ";" ";"2006";16568
" ";" ";"2007";12991
" ";" ";"2008";11322
" ";" ";"2009";15686
" ";" ";"2010";11834
" ";" ";"2011";18064
" ";" ";"2012";21179
" ";" ";"2013";42772
" ";" ";"2014";48869
" ";" ";"2015";54334
" ";" ";"2016";58508
" ";" ";"2017";59394
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";14405
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";17330
" ";" ";"2014";20937
" ";" ";"2015";21438
" ";" ";"2016";26980
" ";" ";"2017";30708
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";1245
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";5170
" ";" ";"2014";2265
" ";" ";"2015";32864
" ";" ";"2016";30409
" ";" ";"2017";28526
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";4956
" ";" ";"2003";11158
" ";" ";"2004";7564
" ";" ";"2005";8946
" ";" ";"2006";15924
" ";" ";"2007";12991
" ";" ";"2008";11286
" ";" ";"2009";15593
" ";" ";"2010";11812
" ";" ";"2011";18044
" ";" ";"2012";21155
" ";" ";"2013";28987
" ";" ";"2014";48826
" ";" ";"2015";52887
" ";" ";"2016";58353
" ";" ";"2017";57175
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";644
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";12486
" ";" ";"2014";-
" ";" ";"2015";315
" ";" ";"2016";-
" ";" ";"2017";1893
"200110 Oblacila"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";72
" ";" ";"2003";125
" ";" ";"2004";264
" ";" ";"2005";301
" ";" ";"2006";312
" ";" ";"2007";376
" ";" ";"2008";385
" ";" ";"2009";409
" ";" ";"2010";384
" ";" ";"2011";382
" ";" ";"2012";374
" ";" ";"2013";817
" ";" ";"2014";1594
" ";" ";"2015";1528
" ";" ";"2016";1784
" ";" ";"2017";1624
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";375
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";665
" ";" ";"2014";807
" ";" ";"2015";853
" ";" ";"2016";885
" ";" ";"2017";867
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";33
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";104
" ";" ";"2014";12
" ";" ";"2015";662
" ";" ";"2016";897
" ";" ";"2017";751
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";72
" ";" ";"2003";125
" ";" ";"2004";264
" ";" ";"2005";246
" ";" ";"2006";266
" ";" ";"2007";338
" ";" ";"2008";321
" ";" ";"2009";399
" ";" ";"2010";318
" ";" ";"2011";329
" ";" ";"2012";348
" ";" ";"2013";710
" ";" ";"2014";887
" ";" ";"2015";888
" ";" ";"2016";1668
" ";" ";"2017";1463
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";0
" ";" ";"2005";55
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";19
" ";" ";"2012";26
" ";" ";"2013";106
" ";" ";"2014";661
" ";" ";"2015";616
" ";" ";"2016";115
" ";" ";"2017";135
"200111 Tekstil"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";1165
" ";" ";"2003";1582
" ";" ";"2004";1110
" ";" ";"2005";633
" ";" ";"2006";802
" ";" ";"2007";424
" ";" ";"2008";482
" ";" ";"2009";413
" ";" ";"2010";303
" ";" ";"2011";291
" ";" ";"2012";482
" ";" ";"2013";498
" ";" ";"2014";571
" ";" ";"2015";625
" ";" ";"2016";490
" ";" ";"2017";445
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";158
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";409
" ";" ";"2014";399
" ";" ";"2015";465
" ";" ";"2016";365
" ";" ";"2017";309
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";247
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";53
" ";" ";"2014";9
" ";" ";"2015";122
" ";" ";"2016";61
" ";" ";"2017";45
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";348
" ";" ";"2003";949
" ";" ";"2004";1069
" ";" ";"2005";616
" ";" ";"2006";764
" ";" ";"2007";387
" ";" ";"2008";475
" ";" ";"2009";397
" ";" ";"2010";264
" ";" ";"2011";246
" ";" ";"2012";468
" ";" ";"2013";430
" ";" ";"2014";514
" ";" ";"2015";542
" ";" ";"2016";301
" ";" ";"2017";440
" ";"Kolicina poslana v tujino"
" ";" ";"2002";817
" ";" ";"2003";633
" ";" ";"2004";41
" ";" ";"2005";17
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";42
" ";" ";"2014";13
" ";" ";"2015";26
" ";" ";"2016";98
" ";" ";"2017";5
"200113 Topila"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";17
" ";" ";"2003";8
" ";" ";"2004";7
" ";" ";"2005";11
" ";" ";"2006";17
" ";" ";"2007";16
" ";" ";"2008";16
" ";" ";"2009";20
" ";" ";"2010";31
" ";" ";"2011";29
" ";" ";"2012";34
" ";" ";"2013";29
" ";" ";"2014";45
" ";" ";"2015";760
" ";" ";"2016";43
" ";" ";"2017";27
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";20
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";29
" ";" ";"2014";36
" ";" ";"2015";759
" ";" ";"2016";40
" ";" ";"2017";25
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";0
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";0
" ";" ";"2014";1
" ";" ";"2015";1
" ";" ";"2016";3
" ";" ";"2017";1
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";17
" ";" ";"2003";8
" ";" ";"2004";7
" ";" ";"2005";10
" ";" ";"2006";17
" ";" ";"2007";16
" ";" ";"2008";16
" ";" ";"2009";19
" ";" ";"2010";31
" ";" ";"2011";29
" ";" ";"2012";34
" ";" ";"2013";29
" ";" ";"2014";44
" ";" ";"2015";760
" ";" ";"2016";43
" ";" ";"2017";23
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";-
" ";" ";"2014";-
" ";" ";"2015";-
" ";" ";"2016";-
" ";" ";"2017";-
"200114 Kisline"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";5
" ";" ";"2003";4
" ";" ";"2004";4
" ";" ";"2005";5
" ";" ";"2006";4
" ";" ";"2007";4
" ";" ";"2008";7
" ";" ";"2009";3
" ";" ";"2010";6
" ";" ";"2011";5
" ";" ";"2012";4
" ";" ";"2013";3
" ";" ";"2014";3
" ";" ";"2015";4
" ";" ";"2016";5
" ";" ";"2017";7
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";3
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";3
" ";" ";"2014";3
" ";" ";"2015";3
" ";" ";"2016";3
" ";" ";"2017";1
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";0
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";0
" ";" ";"2014";0
" ";" ";"2015";1
" ";" ";"2016";1
" ";" ";"2017";5
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";5
" ";" ";"2003";4
" ";" ";"2004";4
" ";" ";"2005";4
" ";" ";"2006";4
" ";" ";"2007";4
" ";" ";"2008";7
" ";" ";"2009";3
" ";" ";"2010";6
" ";" ";"2011";4
" ";" ";"2012";4
" ";" ";"2013";3
" ";" ";"2014";3
" ";" ";"2015";3
" ";" ";"2016";4
" ";" ";"2017";6
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";-
" ";" ";"2014";-
" ";" ";"2015";-
" ";" ";"2016";-
" ";" ";"2017";-
"200115 Alkalije"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";4
" ";" ";"2003";9
" ";" ";"2004";1
" ";" ";"2005";3
" ";" ";"2006";2
" ";" ";"2007";2
" ";" ";"2008";2
" ";" ";"2009";1
" ";" ";"2010";4
" ";" ";"2011";3
" ";" ";"2012";5
" ";" ";"2013";3
" ";" ";"2014";2
" ";" ";"2015";2
" ";" ";"2016";2
" ";" ";"2017";1
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";1
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";2
" ";" ";"2014";2
" ";" ";"2015";2
" ";" ";"2016";2
" ";" ";"2017";1
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";0
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";0
" ";" ";"2014";0
" ";" ";"2015";0
" ";" ";"2016";-
" ";" ";"2017";0
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";4
" ";" ";"2003";9
" ";" ";"2004";1
" ";" ";"2005";2
" ";" ";"2006";2
" ";" ";"2007";1
" ";" ";"2008";2
" ";" ";"2009";1
" ";" ";"2010";3
" ";" ";"2011";2
" ";" ";"2012";3
" ";" ";"2013";2
" ";" ";"2014";2
" ";" ";"2015";2
" ";" ";"2016";2
" ";" ";"2017";1
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";-
" ";" ";"2014";-
" ";" ";"2015";-
" ";" ";"2016";-
" ";" ";"2017";-
"200117 Fotokemikalije"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";2
" ";" ";"2003";3
" ";" ";"2004";2
" ";" ";"2005";1
" ";" ";"2006";1
" ";" ";"2007";2
" ";" ";"2008";1
" ";" ";"2009";5
" ";" ";"2010";5
" ";" ";"2011";2
" ";" ";"2012";3
" ";" ";"2013";4
" ";" ";"2014";0
" ";" ";"2015";22
" ";" ";"2016";-
" ";" ";"2017";0
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";4
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";3
" ";" ";"2014";0
" ";" ";"2015";22
" ";" ";"2016";-
" ";" ";"2017";0
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";1
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";0
" ";" ";"2014";-
" ";" ";"2015";-
" ";" ";"2016";-
" ";" ";"2017";-
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";2
" ";" ";"2003";3
" ";" ";"2004";2
" ";" ";"2005";1
" ";" ";"2006";0
" ";" ";"2007";2
" ";" ";"2008";0
" ";" ";"2009";3
" ";" ";"2010";3
" ";" ";"2011";1
" ";" ";"2012";1
" ";" ";"2013";3
" ";" ";"2014";0
" ";" ";"2015";22
" ";" ";"2016";-
" ";" ";"2017";0
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";-
" ";" ";"2014";-
" ";" ";"2015";-
" ";" ";"2016";-
" ";" ";"2017";-
"200119 Pesticidi"
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";27
" ";" ";"2003";27
" ";" ";"2004";25
" ";" ";"2005";34
" ";" ";"2006";32
" ";" ";"2007";34
" ";" ";"2008";39
" ";" ";"2009";31
" ";" ";"2010";31
" ";" ";"2011";32
" ";" ";"2012";40
" ";" ";"2013";52
" ";" ";"2014";67
" ";" ";"2015";240
" ";" ";"2016";44
" ";" ";"2017";55
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";30
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";25
" ";" ";"2014";18
" ";" ";"2015";212
" ";" ";"2016";18
" ";" ";"2017";22
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";1
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";1
" ";" ";"2014";9
" ";" ";"2015";11
" ";" ";"2016";6
" ";" ";"2017";6
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";27
" ";" ";"2003";27
" ";" ";"2004";25
" ";" ";"2005";31
" ";" ";"2006";30
" ";" ";"2007";33
" ";" ";"2008";39
" ";" ";"2009";30
" ";" ";"2010";30
" ";" ";"2011";31
" ";" ";"2012";29
" ";" ";"2013";37
" ";" ";"2014";50
" ";" ";"2015";220
" ";" ";"2016";20
" ";" ";"2017";27
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";-
" ";" ";"2014";-
" ";" ";"2015";-
" ";" ";"2016";-
" ";" ";"2017";-
"200121 Fluorescentne cevi z zivim sreb."
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";10
" ";" ";"2003";8
" ";" ";"2004";6
" ";" ";"2005";8
" ";" ";"2006";19
" ";" ";"2007";11
" ";" ";"2008";16
" ";" ";"2009";19
" ";" ";"2010";15
" ";" ";"2011";21
" ";" ";"2012";25
" ";" ";"2013";89
" ";" ";"2014";263
" ";" ";"2015";697
" ";" ";"2016";156
" ";" ";"2017";126
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";17
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";29
" ";" ";"2014";30
" ";" ";"2015";542
" ";" ";"2016";36
" ";" ";"2017";24
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";2
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";6
" ";" ";"2014";8
" ";" ";"2015";151
" ";" ";"2016";117
" ";" ";"2017";85
" ";"Kolicina oddana v obdelavo"
" ";" ";"2002";10
" ";" ";"2003";8
" ";" ";"2004";6
" ";" ";"2005";8
" ";" ";"2006";3
" ";" ";"2007";9
" ";" ";"2008";15
" ";" ";"2009";19
" ";" ";"2010";14
" ";" ";"2011";19
" ";" ";"2012";24
" ";" ";"2013";85
" ";" ";"2014";163
" ";" ";"2015";583
" ";" ";"2016";154
" ";" ";"2017";87
" ";"Kolicina poslana v tujino"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";-
" ";" ";"2010";0
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";-
" ";" ";"2014";81
" ";" ";"2015";107
" ";" ";"2016";-
" ";" ";"2017";-
"200123 Zavrzena oprema z klorofluorooglj."
" ";"Nastala kolicina in skladiscenje - SKUPAJ"
" ";" ";"2002";2
" ";" ";"2003";8
" ";" ";"2004";143
" ";" ";"2005";30
" ";" ";"2006";287
" ";" ";"2007";662
" ";" ";"2008";1029
" ";" ";"2009";1200
" ";" ";"2010";1131
" ";" ";"2011";1204
" ";" ";"2012";1056
" ";" ";"2013";1086
" ";" ";"2014";1151
" ";" ";"2015";1207
" ";" ";"2016";1636
" ";" ";"2017";1958
" ";"Nastala kolicina v gospodinjstvih"
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";1178
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";928
" ";" ";"2014";775
" ";" ";"2015";931
" ";" ";"2016";1283
" ";" ";"2017";1464
" ";"Nastala kolicina v proizvodnih in storitvenih dej."
" ";" ";"2002";-
" ";" ";"2003";-
" ";" ";"2004";-
" ";" ";"2005";-
" ";" ";"2006";-
" ";" ";"2007";-
" ";" ";"2008";-
" ";" ";"2009";16
" ";" ";"2010";-
" ";" ";"2011";-
" ";" ";"2012";-
" ";" ";"2013";31
" ";" ";"2014";206
" ";" ";"2015";269
" ";" ";"2016";318
