"TIME","GEO","UNIT","HAZARD","WASTE","NACE_R2","Value"
"2006","Finland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","7,258"
"2006","Sweden","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","94,971,307"
"2006","Sweden","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","816,256"
"2006","Sweden","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","188,173"
"2006","Sweden","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","19,960"
"2006","Sweden","Tonne","Hazardous","Total waste","All NACE activities plus households","2,654,038"
"2006","Sweden","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","362,360"
"2006","Sweden","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Sweden","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Sweden","Tonne","Non-hazardous","Total waste","All NACE activities plus households","92,317,269"
"2006","Sweden","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","453,896"
"2006","Sweden","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","188,173"
"2006","Sweden","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","19,960"
"2006","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","291,147,402"
"2006","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","3,143,725"
"2006","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","3,447,447"
"2006","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","246,742"
"2006","United Kingdom","Tonne","Hazardous","Total waste","All NACE activities plus households","8,448,468"
"2006","United Kingdom","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,589,131"
"2006","United Kingdom","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","United Kingdom","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2006","United Kingdom","Tonne","Non-hazardous","Total waste","All NACE activities plus households","282,698,934"
"2006","United Kingdom","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","1,554,594"
"2006","United Kingdom","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","3,447,447"
"2006","United Kingdom","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","246,742"
"2006","Iceland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2006","Iceland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
"2006","Iceland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households",":"
"2006","Iceland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households",":"
"2006","Iceland","Tonne","Hazardous","Total waste","All NACE activities plus households",":"
"2006","Iceland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households",":"
"2006","Iceland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Iceland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Iceland","Tonne","Non-hazardous","Total waste","All NACE activities plus households",":"
"2006","Iceland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households",":"
"2006","Iceland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Iceland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Hazardous","Total waste","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Hazardous","Chemical wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Non-hazardous","Total waste","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Liechtenstein","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Norway","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","9,913,286"
"2006","Norway","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","118,176"
"2006","Norway","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","85,475"
"2006","Norway","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","17,310"
"2006","Norway","Tonne","Hazardous","Total waste","All NACE activities plus households","1,217,807"
"2006","Norway","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","118,176"
"2006","Norway","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Norway","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Norway","Tonne","Non-hazardous","Total waste","All NACE activities plus households","8,695,479"
"2006","Norway","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","0"
"2006","Norway","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","85,475"
"2006","Norway","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","17,310"
"2006","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Hazardous","Total waste","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Non-hazardous","Total waste","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","North Macedonia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2006","Serbia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Hazardous","Total waste","All NACE activities plus households",":"
"2006","Serbia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Non-hazardous","Total waste","All NACE activities plus households",":"
"2006","Serbia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Serbia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","46,091,628"
"2006","Turkey","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","475"
"2006","Turkey","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","0"
"2006","Turkey","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","0"
"2006","Turkey","Tonne","Hazardous","Total waste","All NACE activities plus households","10,796"
"2006","Turkey","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","475"
"2006","Turkey","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2006","Turkey","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2006","Turkey","Tonne","Non-hazardous","Total waste","All NACE activities plus households","46,080,832"
"2006","Turkey","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","0"
"2006","Turkey","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","0"
"2006","Turkey","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","0"
"2008","European Union - 28 countries","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","2,427,000,000"
"2008","European Union - 28 countries","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","24,680,000"
"2008","European Union - 28 countries","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","14,580,000"
"2008","European Union - 28 countries","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","2,420,000"
"2008","European Union - 28 countries","Tonne","Hazardous","Total waste","All NACE activities plus households","95,060,000"
"2008","European Union - 28 countries","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","14,820,000"
"2008","European Union - 28 countries","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","European Union - 28 countries","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","European Union - 28 countries","Tonne","Non-hazardous","Total waste","All NACE activities plus households","2,333,170,000"
"2008","European Union - 28 countries","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","9,860,000"
"2008","European Union - 28 countries","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","14,580,000"
"2008","European Union - 28 countries","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","2,420,000"
"2008","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","48,621,916"
"2008","Belgium","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","721,727"
"2008","Belgium","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,074,910"
"2008","Belgium","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","166,129"
"2008","Belgium","Tonne","Hazardous","Total waste","All NACE activities plus households","5,918,821"
"2008","Belgium","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","430,768"
"2008","Belgium","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Belgium","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Belgium","Tonne","Non-hazardous","Total waste","All NACE activities plus households","42,703,095"
"2008","Belgium","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","290,959"
"2008","Belgium","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,074,910"
"2008","Belgium","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","166,129"
"2008","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","167,646,316"
"2008","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","134,783"
"2008","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","72,972"
"2008","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","10,926"
"2008","Bulgaria","Tonne","Hazardous","Total waste","All NACE activities plus households","13,042,680"
"2008","Bulgaria","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","43,929"
"2008","Bulgaria","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Bulgaria","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Bulgaria","Tonne","Non-hazardous","Total waste","All NACE activities plus households","154,603,636"
"2008","Bulgaria","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","90,854"
"2008","Bulgaria","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","72,972"
"2008","Bulgaria","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","10,926"
"2008","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","25,419,695"
"2008","Czechia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","364,938"
"2008","Czechia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","232,260"
"2008","Czechia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","77,359"
"2008","Czechia","Tonne","Hazardous","Total waste","All NACE activities plus households","1,510,496"
"2008","Czechia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","293,713"
"2008","Czechia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Czechia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Czechia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","23,909,198"
"2008","Czechia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","71,225"
"2008","Czechia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","232,260"
"2008","Czechia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","77,359"
"2008","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","15,155,208"
"2008","Denmark","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","34,621"
"2008","Denmark","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","72,692"
"2008","Denmark","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","21"
"2008","Denmark","Tonne","Hazardous","Total waste","All NACE activities plus households","419,646"
"2008","Denmark","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","33,303"
"2008","Denmark","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Denmark","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Denmark","Tonne","Non-hazardous","Total waste","All NACE activities plus households","14,735,562"
"2008","Denmark","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","1,317"
"2008","Denmark","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","72,692"
"2008","Denmark","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","21"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","372,796,355"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","5,081,397"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,936,296"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","212,632"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","All NACE activities plus households","22,323,152"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","4,471,154"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","All NACE activities plus households","350,473,203"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","610,243"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,936,296"
"2008","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","212,632"
"2008","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","19,583,855"
"2008","Estonia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,402,149"
"2008","Estonia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","93,713"
"2008","Estonia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","4,882"
"2008","Estonia","Tonne","Hazardous","Total waste","All NACE activities plus households","7,538,297"
"2008","Estonia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,390,793"
"2008","Estonia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Estonia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Estonia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","12,045,558"
"2008","Estonia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","11,356"
"2008","Estonia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","93,713"
"2008","Estonia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","4,882"
"2008","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","22,502,816"
"2008","Ireland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","166,512"
"2008","Ireland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","39,128"
"2008","Ireland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","5,111"
"2008","Ireland","Tonne","Hazardous","Total waste","All NACE activities plus households","743,418"
"2008","Ireland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","32,220"
"2008","Ireland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Ireland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Ireland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","22,996,564"
"2008","Ireland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","134,291"
"2008","Ireland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","39,128"
"2008","Ireland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","5,111"
"2008","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","68,643,963"
"2008","Greece","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","17,443"
"2008","Greece","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","672,636"
"2008","Greece","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","5,468"
"2008","Greece","Tonne","Hazardous","Total waste","All NACE activities plus households","252,955"
"2008","Greece","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","11,933"
"2008","Greece","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Greece","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Greece","Tonne","Non-hazardous","Total waste","All NACE activities plus households","68,391,008"
"2008","Greece","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","5,509"
"2008","Greece","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","672,636"
"2008","Greece","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","5,468"
"2008","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","149,254,157"
"2008","Spain","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,535,825"
"2008","Spain","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,903,919"
"2008","Spain","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","138,476"
"2008","Spain","Tonne","Hazardous","Total waste","All NACE activities plus households","3,648,602"
"2008","Spain","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,167,880"
"2008","Spain","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Spain","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Spain","Tonne","Non-hazardous","Total waste","All NACE activities plus households","145,605,555"
"2008","Spain","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","367,945"
"2008","Spain","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,903,919"
"2008","Spain","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","138,476"
"2008","France","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","345,002,210"
"2008","France","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,392,230"
"2008","France","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,551,260"
"2008","France","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","391,050"
"2008","France","Tonne","Hazardous","Total waste","All NACE activities plus households","10,892,900"
"2008","France","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,385,530"
"2008","France","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","France","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","France","Tonne","Non-hazardous","Total waste","All NACE activities plus households","334,109,310"
"2008","France","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","6,700"
"2008","France","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,551,260"
"2008","France","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","391,050"
"2008","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","4,172,152"
"2008","Croatia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","456,488"
"2008","Croatia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","29,505"
"2008","Croatia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","8,837"
"2008","Croatia","Tonne","Hazardous","Total waste","All NACE activities plus households","221,145"
"2008","Croatia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","8,999"
"2008","Croatia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Croatia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Croatia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","3,951,007"
"2008","Croatia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","447,489"
"2008","Croatia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","29,505"
"2008","Croatia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","8,837"
"2008","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","179,257,461"
"2008","Italy","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","2,517,587"
"2008","Italy","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,608,694"
"2008","Italy","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","540,975"
"2008","Italy","Tonne","Hazardous","Total waste","All NACE activities plus households","6,878,155"
"2008","Italy","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,462,731"
"2008","Italy","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Italy","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Italy","Tonne","Non-hazardous","Total waste","All NACE activities plus households","172,379,306"
"2008","Italy","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","1,054,856"
"2008","Italy","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,608,694"
"2008","Italy","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","540,975"
"2008","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","1,842,781"
"2008","Cyprus","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","469"
"2008","Cyprus","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","68,365"
"2008","Cyprus","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","41,681"
"2008","Cyprus","Tonne","Hazardous","Total waste","All NACE activities plus households","23,786"
"2008","Cyprus","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","421"
"2008","Cyprus","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Cyprus","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Cyprus","Tonne","Non-hazardous","Total waste","All NACE activities plus households","1,818,995"
"2008","Cyprus","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","48"
"2008","Cyprus","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","68,365"
"2008","Cyprus","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","41,681"
"2008","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","1,495,084"
"2008","Latvia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","9,519"
"2008","Latvia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","8,556"
"2008","Latvia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","319"
"2008","Latvia","Tonne","Hazardous","Total waste","All NACE activities plus households","67,462"
"2008","Latvia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","6,095"
"2008","Latvia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Latvia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Latvia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","1,427,622"
"2008","Latvia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","3,424"
"2008","Latvia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","8,556"
"2008","Latvia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","319"
"2008","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","6,333,352"
"2008","Lithuania","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,962,647"
"2008","Lithuania","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","30,555"
"2008","Lithuania","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","5,461"
"2008","Lithuania","Tonne","Hazardous","Total waste","All NACE activities plus households","115,719"
"2008","Lithuania","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","56,535"
"2008","Lithuania","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Lithuania","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Lithuania","Tonne","Non-hazardous","Total waste","All NACE activities plus households","6,217,634"
"2008","Lithuania","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","1,906,112"
"2008","Lithuania","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","30,555"
"2008","Lithuania","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","5,461"
"2008","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","9,592,144"
"2008","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","19,765"
"2008","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","19,562"
"2008","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","5,489"
"2008","Luxembourg","Tonne","Hazardous","Total waste","All NACE activities plus households","199,115"
"2008","Luxembourg","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","15,283"
"2008","Luxembourg","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Luxembourg","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
