"TIME","GEO","UNIT","HAZARD","WASTE","NACE_R2","Value"
"2010","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","61,345,803"
"2010","Belgium","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","708,219"
"2010","Belgium","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","716,165"
"2010","Belgium","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","257,223"
"2010","Belgium","Tonne","Hazardous","Total waste","All NACE activities plus households","4,767,299"
"2010","Belgium","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","580,753"
"2010","Belgium","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Belgium","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Belgium","Tonne","Non-hazardous","Total waste","All NACE activities plus households","56,578,504"
"2010","Belgium","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","127,466"
"2010","Belgium","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","716,165"
"2010","Belgium","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","257,223"
"2010","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","167,396,268"
"2010","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","84,244"
"2010","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","59,950"
"2010","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","5,833"
"2010","Bulgaria","Tonne","Hazardous","Total waste","All NACE activities plus households","13,553,483"
"2010","Bulgaria","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","18,744"
"2010","Bulgaria","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Bulgaria","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Bulgaria","Tonne","Non-hazardous","Total waste","All NACE activities plus households","153,842,785"
"2010","Bulgaria","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","65,500"
"2010","Bulgaria","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","59,950"
"2010","Bulgaria","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","5,833"
"2010","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","23,757,566"
"2010","Czechia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","310,922"
"2010","Czechia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","253,923"
"2010","Czechia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","62,259"
"2010","Czechia","Tonne","Hazardous","Total waste","All NACE activities plus households","1,362,864"
"2010","Czechia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","265,045"
"2010","Czechia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Czechia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Czechia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","22,394,702"
"2010","Czechia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","45,877"
"2010","Czechia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","253,923"
"2010","Czechia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","62,259"
"2010","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","16,217,736"
"2010","Denmark","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","125,498"
"2010","Denmark","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","78,548"
"2010","Denmark","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","1,469"
"2010","Denmark","Tonne","Hazardous","Total waste","All NACE activities plus households","1,224,795"
"2010","Denmark","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","120,353"
"2010","Denmark","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Denmark","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Denmark","Tonne","Non-hazardous","Total waste","All NACE activities plus households","14,992,941"
"2010","Denmark","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","5,145"
"2010","Denmark","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","78,548"
"2010","Denmark","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","1,469"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","363,544,995"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","3,641,831"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","2,288,466"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","238,080"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","All NACE activities plus households","19,931,452"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","3,248,580"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","All NACE activities plus households","343,613,543"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","393,251"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","2,288,466"
"2010","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","238,080"
"2010","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","19,000,195"
"2010","Estonia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,450,170"
"2010","Estonia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","25,390"
"2010","Estonia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","1,514"
"2010","Estonia","Tonne","Hazardous","Total waste","All NACE activities plus households","8,961,708"
"2010","Estonia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,450,020"
"2010","Estonia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Estonia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Estonia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","10,038,487"
"2010","Estonia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","150"
"2010","Estonia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","25,390"
"2010","Estonia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","1,514"
"2010","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","19,807,586"
"2010","Ireland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","811,944"
"2010","Ireland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","335,134"
"2010","Ireland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","5,191"
"2010","Ireland","Tonne","Hazardous","Total waste","All NACE activities plus households","1,972,204"
"2010","Ireland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","775,164"
"2010","Ireland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Ireland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Ireland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","17,835,382"
"2010","Ireland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","36,780"
"2010","Ireland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","335,134"
"2010","Ireland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","5,191"
"2010","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","70,432,705"
"2010","Greece","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","12,872"
"2010","Greece","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","226,992"
"2010","Greece","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","4,531"
"2010","Greece","Tonne","Hazardous","Total waste","All NACE activities plus households","291,773"
"2010","Greece","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","9,755"
"2010","Greece","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Greece","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Greece","Tonne","Non-hazardous","Total waste","All NACE activities plus households","70,140,932"
"2010","Greece","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","3,117"
"2010","Greece","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","226,992"
"2010","Greece","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","4,531"
"2010","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","137,518,902"
"2010","Spain","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,011,860"
"2010","Spain","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,465,233"
"2010","Spain","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","100,323"
"2010","Spain","Tonne","Hazardous","Total waste","All NACE activities plus households","2,991,152"
"2010","Spain","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","765,748"
"2010","Spain","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Spain","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Spain","Tonne","Non-hazardous","Total waste","All NACE activities plus households","134,527,750"
"2010","Spain","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","246,112"
"2010","Spain","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,465,233"
"2010","Spain","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","100,323"
"2010","France","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","355,081,245"
"2010","France","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,526,851"
"2010","France","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,436,697"
"2010","France","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","380,000"
"2010","France","Tonne","Hazardous","Total waste","All NACE activities plus households","11,538,134"
"2010","France","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,383,334"
"2010","France","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","France","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","France","Tonne","Non-hazardous","Total waste","All NACE activities plus households","343,543,111"
"2010","France","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","143,517"
"2010","France","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,436,697"
"2010","France","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","380,000"
"2010","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","3,157,672"
"2010","Croatia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","25,938"
"2010","Croatia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","24,807"
"2010","Croatia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","17,430"
"2010","Croatia","Tonne","Hazardous","Total waste","All NACE activities plus households","72,553"
"2010","Croatia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","21,071"
"2010","Croatia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Croatia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Croatia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","3,085,119"
"2010","Croatia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","4,867"
"2010","Croatia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","24,807"
"2010","Croatia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","17,430"
"2010","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","158,627,618"
"2010","Italy","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","2,224,260"
"2010","Italy","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","2,141,461"
"2010","Italy","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","434,017"
"2010","Italy","Tonne","Hazardous","Total waste","All NACE activities plus households","8,543,415"
"2010","Italy","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,355,272"
"2010","Italy","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Italy","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Italy","Tonne","Non-hazardous","Total waste","All NACE activities plus households","150,084,203"
"2010","Italy","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","868,988"
"2010","Italy","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","2,141,461"
"2010","Italy","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","434,017"
"2010","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","2,371,203"
"2010","Cyprus","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","109"
"2010","Cyprus","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","83,994"
"2010","Cyprus","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","30,962"
"2010","Cyprus","Tonne","Hazardous","Total waste","All NACE activities plus households","23,770"
"2010","Cyprus","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","84"
"2010","Cyprus","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Cyprus","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Cyprus","Tonne","Non-hazardous","Total waste","All NACE activities plus households","2,335,418"
"2010","Cyprus","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","25"
"2010","Cyprus","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","83,994"
"2010","Cyprus","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","30,962"
"2010","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","1,498,200"
"2010","Latvia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","7,611"
"2010","Latvia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","8,116"
"2010","Latvia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","443"
"2010","Latvia","Tonne","Hazardous","Total waste","All NACE activities plus households","67,906"
"2010","Latvia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","6,385"
"2010","Latvia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Latvia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Latvia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","1,430,294"
"2010","Latvia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","1,225"
"2010","Latvia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","8,116"
"2010","Latvia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","443"
"2010","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","5,578,134"
"2010","Lithuania","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","42,894"
"2010","Lithuania","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","39,960"
"2010","Lithuania","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","4,799"
"2010","Lithuania","Tonne","Hazardous","Total waste","All NACE activities plus households","105,323"
"2010","Lithuania","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","42,079"
"2010","Lithuania","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Lithuania","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Lithuania","Tonne","Non-hazardous","Total waste","All NACE activities plus households","5,472,811"
"2010","Lithuania","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","815"
"2010","Lithuania","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","39,960"
"2010","Lithuania","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","4,799"
"2010","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","10,441,469"
"2010","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","22,495"
"2010","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","27,304"
"2010","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","5,748"
"2010","Luxembourg","Tonne","Hazardous","Total waste","All NACE activities plus households","380,072"
"2010","Luxembourg","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","20,311"
"2010","Luxembourg","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Luxembourg","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Luxembourg","Tonne","Non-hazardous","Total waste","All NACE activities plus households","10,061,397"
"2010","Luxembourg","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","2,184"
"2010","Luxembourg","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","27,304"
"2010","Luxembourg","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","5,748"
"2010","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","16,735,423"
"2010","Hungary","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","156,380"
"2010","Hungary","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","151,480"
"2010","Hungary","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","26,637"
"2010","Hungary","Tonne","Hazardous","Total waste","All NACE activities plus households","540,599"
"2010","Hungary","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","140,351"
"2010","Hungary","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Hungary","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Hungary","Tonne","Non-hazardous","Total waste","All NACE activities plus households","16,194,824"
"2010","Hungary","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","16,029"
"2010","Hungary","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","151,480"
"2010","Hungary","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","26,637"
"2010","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","1,352,994"
"2010","Malta","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","14,418"
"2010","Malta","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","3,520"
"2010","Malta","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","24"
"2010","Malta","Tonne","Hazardous","Total waste","All NACE activities plus households","24,856"
"2010","Malta","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","13,792"
"2010","Malta","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Malta","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Malta","Tonne","Non-hazardous","Total waste","All NACE activities plus households","1,328,138"
"2010","Malta","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","626"
"2010","Malta","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","3,520"
"2010","Malta","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","24"
"2010","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","121,145,468"
"2010","Netherlands","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,240,566"
"2010","Netherlands","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","518,143"
"2010","Netherlands","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","107,245"
"2010","Netherlands","Tonne","Hazardous","Total waste","All NACE activities plus households","4,486,479"
"2010","Netherlands","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,193,714"
"2010","Netherlands","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Netherlands","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Netherlands","Tonne","Non-hazardous","Total waste","All NACE activities plus households","116,658,989"
"2010","Netherlands","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","46,852"
"2010","Netherlands","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","518,143"
"2010","Netherlands","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","107,245"
"2010","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","46,799,579"
"2010","Austria","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","230,233"
"2010","Austria","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","564,604"
"2010","Austria","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","54,023"
"2010","Austria","Tonne","Hazardous","Total waste","All NACE activities plus households","1,472,864"
"2010","Austria","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","181,989"
"2010","Austria","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Austria","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Austria","Tonne","Non-hazardous","Total waste","All NACE activities plus households","45,326,715"
"2010","Austria","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","48,244"
"2010","Austria","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","564,604"
"2010","Austria","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","54,023"
"2010","Poland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","158,661,957"
"2010","Poland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,945,657"
"2010","Poland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","863,236"
"2010","Poland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","82,996"
"2010","Poland","Tonne","Hazardous","Total waste","All NACE activities plus households","1,491,845"
"2010","Poland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","281,696"
"2010","Poland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Poland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Poland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","157,170,112"
"2010","Poland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","1,663,961"
"2010","Poland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","863,236"
"2010","Poland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","82,996"
"2010","Portugal","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","13,640,079"
"2010","Portugal","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","213,706"
"2010","Portugal","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","165,192"
"2010","Portugal","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","81,624"
"2010","Portugal","Tonne","Hazardous","Total waste","All NACE activities plus households","681,193"
"2010","Portugal","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","116,117"
"2010","Portugal","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Portugal","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Portugal","Tonne","Non-hazardous","Total waste","All NACE activities plus households","12,958,886"
"2010","Portugal","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","97,589"
"2010","Portugal","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","165,192"
"2010","Portugal","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","81,624"
"2010","Romania","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","201,432,951"
"2010","Romania","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","139,594"
"2010","Romania","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","407,225"
"2010","Romania","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","18,774"
"2010","Romania","Tonne","Hazardous","Total waste","All NACE activities plus households","695,689"
"2010","Romania","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","56,765"
"2010","Romania","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Romania","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Romania","Tonne","Non-hazardous","Total waste","All NACE activities plus households","200,737,262"
"2010","Romania","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","82,829"
"2010","Romania","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","407,225"
"2010","Romania","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","18,774"
"2010","Slovenia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","5,986,106"
"2010","Slovenia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","26,893"
"2010","Slovenia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","56,280"
"2010","Slovenia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","7,403"
"2010","Slovenia","Tonne","Hazardous","Total waste","All NACE activities plus households","117,180"
"2010","Slovenia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","18,597"
"2010","Slovenia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Slovenia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Slovenia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","5,868,926"
"2010","Slovenia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","8,296"
"2010","Slovenia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","56,280"
"2010","Slovenia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","7,403"
"2010","Slovakia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","9,384,112"
"2010","Slovakia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","90,699"
"2010","Slovakia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","111,327"
"2010","Slovakia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","8,351"
"2010","Slovakia","Tonne","Hazardous","Total waste","All NACE activities plus households","415,479"
"2010","Slovakia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","56,369"
"2010","Slovakia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Slovakia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Slovakia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","8,968,633"
"2010","Slovakia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","34,330"
"2010","Slovakia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","111,327"
